x,y,text,clusterid
0.022069833434142122,0.020147106755160016,132486,2
-0.0030984613724209364,0.009159424520133878,100115,0
-0.007810135149377811,-0.0074269073583836075,165038,1
-0.018255841572390807,0.018679604249853276,113877,4
0.009632567585503793,0.0059182339500537294,121641,3
0.000684303272051131,-0.0189095928070431,163148,1
0.0008339187562576846,-0.009821209893155295,134235,1
-0.003182771869794898,-0.014902544284835364,94366,1
0.002378657333424606,0.0013057609032417743,145418,3
0.010142913629618965,0.006505802260507189,167905,3
-0.008822034705775242,-0.0025454607602497306,123687,0
0.0014103754180098517,0.0032536906057749446,439465,3
-0.0172644190505721,-0.0001307146739895198,151375,0
-0.001424928638506652,-0.0050710565625609804,167575,1
-0.005814508979649359,0.00097955614470702,134294,0
0.02304082678838267,0.016210550470015208,142373,2
-0.00043373002753119164,-0.017559094650550305,135583,1
-0.0064443995276514615,0.0017070057910807588,95953,0
0.0023412659992623677,0.004647866590956919,135018,3
0.002417778795678233,0.002348157138742682,98331,3
-0.007904580422471377,0.009452957868091798,136938,0
0.0029488857006286714,-0.002911692698035731,93961,3
-0.011148228014715086,-0.0022202503622752363,149284,0
0.0006923325464054669,-0.0012497750533573503,122639,3
-0.01780897988603138,0.0036672059511854305,106974,0
0.021787986941707187,0.013349286602527002,98399,2
-0.001311755201959286,0.00548238793662552,96325,0
-0.015766923793341565,0.017203331360476755,111006,4
0.006795803823583164,-0.0017587247914694667,161440,3
-0.0075090331386006345,-0.016574252333816097,97698,1
0.002639744995603451,0.00236804209650911,144955,3
0.019394635902150667,0.002224455048017179,104594,2
0.008281587749968095,0.0004512590218039597,161691,3
-0.00964548729236927,-0.004880832979053412,142467,0
0.001726012834660169,0.003695197480074219,132406,3
-0.007778376461412777,0.004089037813228307,100203,0
0.00014540658905398262,-0.005132178074905746,140492,3
-0.015069015636147235,0.011326811598030513,111726,4
-0.016631366721017095,0.018631186264016754,123810,4
0.006008776561745812,0.0062901683680581895,172189,3
-0.004678695088010467,0.006980005081089019,97032,0
0.0003372777504952497,-0.0010723529492046213,139417,3
0.003559382785015561,0.003949381277537027,125653,3
-0.00014943629647872324,-0.004850489708621954,95728,3
-0.00015958402533035155,-0.0044358945115435455,139362,3
0.023013321297899857,0.018814996893790688,103218,2
-0.01942198802344013,0.01084064077831915,118257,4
0.011030708811915597,0.003675465036775051,139594,3
0.003969225809405479,0.0031936987149630658,162397,3
-0.004024360036699035,0.0036124159237395726,96160,0
0.0005049367169367101,-0.01923558484628295,159127,1
-0.0019222035798893665,0.00663111403240698,137172,0
0.006666529638481469,-0.01747155805326057,169973,1
-0.004436448188243266,-0.012552546453696587,137819,1
1.3516837276063059e-05,-0.004837375874062898,140538,3
-0.01768791536145989,0.023498291691043446,117611,4
0.002684409036004266,0.0021747378031034626,99398,3
-0.0017632981233765314,0.008150916343636088,136877,0
-0.01682873668697124,0.02271759436001318,114025,4
-0.005678913577717163,0.0022401781040532784,140297,0
0.012078546304248436,0.005655558994225755,120312,3
0.00036423568061751365,0.0058972903497174385,166506,3
-0.017491660615593724,0.008376668802352062,100868,4
0.011974179260041318,0.0038778691854412127,121140,3
0.007097171097734261,0.0036343093014409417,167904,3
0.007504549186111711,0.006345827879039667,103623,3
0.007961892407864386,-0.012235044436759913,105655,1
-0.0018688185580972828,-0.007785016187744519,134794,1
-0.00695001681548668,-0.018622870077814917,103356,1
0.020748312579947293,0.002854776543278625,105667,2
-0.005228969950188356,-0.011207899309740702,169262,1
0.0003561361735398273,-0.007202779167419524,111937,1
-0.0015462156214131354,0.009702771472843996,98482,0
0.010397498375282588,-0.0011187893996862444,142430,3
-0.008101766191267868,-0.0022301596903987492,142784,0
-0.02028239486184378,0.024350480821471315,101227,4
0.004751031591187719,0.0009356949915139666,107248,3
-0.00729768431604689,0.0018086281912460212,124206,0
-0.018451379172298703,0.017588319850479494,95537,4
-0.005624464511098984,-0.012926928588323778,137415,1
0.0007187509420519432,-0.0036480567807324503,149969,3
-0.019127619840509702,0.026240939395687307,101184,4
-0.010661095138147298,0.007739822273038821,99928,0
0.0005534527378252072,-0.020228270102289708,160718,1
0.0046128793066094265,0.0015774648579302269,157422,3
-0.0002676540093078478,-0.014096899402890127,153776,1
-0.01699766283196498,0.013809974492450377,149456,4
0.023392032108509944,0.012715759783279053,94854,2
-0.017640148778371337,0.021555792319739853,102300,4
-0.00506600148973844,0.00642052316030726,160692,0
